PM2.5,PM10,NO2,SO2,CO,O3,AQI
176.58,254.63,83.14,16.9,1.58,94.1,173.61
133.8,133.39,106.68,79.64,0.63,68.63,123.91
176.13,389.53,156.9,8.08,2.78,8.77,215.71
157.43,85.55,71.32,10.0,3.84,52.44,157.27
228.84,144.87,39.85,31.25,2.92,65.99,183.31
88.34,149.56,119.06,52.39,4.15,75.44,161.89
109.15,13.3,134.71,41.81,0.73,139.75,102.55
268.76,337.29,143.98,6.39,2.23,20.76,233.83
284.2,22.48,176.99,95.83,3.09,80.24,212.64
268.3,376.67,77.38,95.38,3.41,58.35,263.74
128.74,357.91,19.69,29.38,3.51,148.56,203.89
235.21,218.85,191.88,73.69,3.67,129.97,248.58
145.52,222.0,89.83,58.7,3.29,68.62,181.63
151.77,264.97,126.54,25.27,0.56,149.96,166.13
65.38,160.95,134.93,27.69,3.51,79.54,145.89
179.38,262.42,111.57,50.13,3.65,29.23,205.14
59.91,27.46,45.03,43.09,4.97,85.6,127.88
102.81,31.08,152.25,30.54,3.5,37.8,131.36
257.23,188.32,161.73,81.14,3.47,97.27,239.5
66.09,224.35,112.83,49.18,2.62,140.93,153.63
25.99,356.25,100.27,66.18,4.35,119.0,186.45
25.36,50.82,27.22,20.55,4.98,44.61,107.9
282.53,330.83,21.37,54.28,3.92,48.04,253.78
154.54,91.92,71.22,33.16,3.1,15.05,142.97
125.78,163.69,65.62,53.59,0.49,46.45,112.52
244.21,133.47,190.96,78.52,3.66,18.43,218.56
251.57,166.06,157.81,77.35,3.57,77.42,230.44
103.0,68.69,133.69,36.71,3.9,107.71,153.32
209.62,206.39,105.94,70.04,0.71,113.92,175.76
232.48,322.64,37.64,94.25,3.3,13.63,224.18
198.12,182.2,195.8,63.32,1.55,54.29,182.77
49.72,201.34,78.13,16.54,3.83,46.78,137.93
263.39,341.02,25.85,68.61,1.28,20.12,206.48
164.03,285.36,101.29,12.28,3.45,57.56,199.51
88.33,201.28,175.43,87.47,1.55,48.4,141.09
130.44,110.5,178.02,52.63,0.14,97.0,122.96
16.08,355.12,7.14,39.74,3.2,133.08,150.52
42.72,235.04,177.83,7.59,0.66,70.95,112.0
230.84,96.25,57.94,39.32,3.33,113.27,191.15
5.0,114.96,12.6,90.51,4.64,26.17,109.39
127.89,323.22,170.32,4.06,4.85,134.77,234.71
159.14,27.22,173.45,48.52,1.26,27.13,122.88
21.12,396.92,121.27,93.25,4.07,32.85,181.25
292.06,60.84,117.01,40.69,1.83,20.44,181.16
71.71,320.47,163.56,43.96,4.51,49.9,196.88
94.74,163.96,158.33,58.7,3.96,85.1,172.45
94.66,201.96,178.57,47.37,0.46,148.26,138.95
72.97,353.45,112.79,18.52,2.09,120.04,168.08
5.43,171.04,193.69,3.82,1.75,60.16,101.13
220.16,219.62,199.25,61.76,3.95,88.5,240.54
290.22,29.23,27.73,92.24,2.11,95.38,181.28
71.17,10.92,170.66,12.42,3.45,124.3,127.95
200.6,105.47,102.47,22.67,3.05,111.79,181.52
223.86,275.43,80.58,38.28,4.88,87.55,246.89
255.29,57.29,124.55,81.26,4.7,102.03,226.11
129.68,54.37,15.91,28.39,2.2,113.16,117.88
94.36,170.27,103.76,88.44,3.65,24.31,154.54
100.96,262.66,174.82,7.39,4.16,34.07,187.45
215.22,287.71,46.62,94.21,4.5,104.84,243.34
245.95,79.6,88.15,56.95,0.43,128.31,158.97
58.58,41.04,188.2,66.56,1.58,64.34,99.88
114.43,376.75,88.57,38.03,1.67,147.08,185.31
271.07,111.66,74.88,78.64,2.23,36.33,188.74
242.97,342.81,90.9,18.32,0.93,65.42,204.97
295.53,346.76,106.29,6.79,2.53,59.89,251.14
227.5,311.28,128.24,40.76,3.35,139.89,247.8
120.99,75.85,161.14,85.66,2.54,46.38,141.32
179.24,330.5,93.16,75.98,3.36,73.26,220.79
200.0,310.01,164.41,52.68,0.43,32.15,183.14
28.14,242.72,109.08,58.07,4.39,80.58,159.94
165.63,141.51,71.0,14.73,4.7,129.32,196.6
214.25,112.38,133.3,84.39,3.13,49.09,190.89
54.36,57.54,144.96,79.12,4.42,122.56,147.57
235.29,208.81,113.82,66.33,0.74,137.14,191.31
177.21,238.25,16.04,47.69,4.01,15.58,188.16
285.91,150.14,38.13,96.52,0.68,114.68,187.22
17.51,195.39,60.63,88.15,2.1,42.02,101.79
83.27,151.77,60.11,65.15,1.69,30.42,109.06
182.46,259.99,136.32,38.44,2.97,92.16,207.64
92.49,361.49,8.58,62.57,1.58,107.31,156.59
215.76,73.93,152.36,58.39,3.22,62.24,187.46
228.91,158.75,56.74,40.64,1.9,10.68,165.99
35.24,64.94,65.45,32.05,4.32,136.76,125.39
156.59,253.73,107.94,41.89,3.21,110.96,198.49
155.12,294.26,47.11,58.24,1.15,44.39,157.77
113.94,373.45,177.47,43.96,1.75,77.05,189.04
280.21,118.76,21.65,27.83,4.25,9.03,207.01
249.11,380.58,91.65,76.57,1.99,54.2,235.2
210.68,34.67,170.64,54.08,2.73,80.77,175.21
215.73,245.18,125.09,8.63,3.28,80.0,216.15
141.21,32.28,62.0,38.1,1.8,35.19,108.39
276.69,358.57,87.05,88.72,1.54,117.63,245.07
209.91,216.63,142.81,76.01,2.43,48.34,199.99
220.05,271.05,194.79,33.68,1.15,89.16,205.48
259.2,334.31,179.16,93.94,1.49,44.37,235.86
85.85,68.62,71.77,9.51,0.4,66.65,75.84
243.09,25.05,199.65,96.2,1.59,35.09,170.92
62.6,352.76,5.68,26.08,1.67,96.79,138.64
106.88,132.82,10.39,2.89,4.81,66.71,153.36
104.01,60.3,165.65,44.51,2.99,7.34,128.91
293.67,192.7,43.9,37.18,3.96,9.08,227.04
257.68,243.34,16.85,54.83,0.32,73.31,175.58
211.85,22.08,51.24,80.08,0.62,31.57,118.91
219.48,117.21,88.09,84.56,4.09,89.83,207.75
170.81,22.79,147.46,41.32,3.16,64.19,156.09
284.39,173.93,126.75,44.12,1.04,99.89,202.49
151.4,359.09,51.34,16.52,2.08,143.1,194.45
117.25,393.23,103.14,6.66,2.74,81.67,195.03
53.1,258.45,185.61,64.84,4.23,119.17,188.63
236.93,73.04,163.93,8.31,0.4,114.19,157.87
221.66,363.28,68.02,73.92,3.02,138.66,245.07
118.38,211.34,196.54,54.83,3.61,36.03,184.19
12.43,69.96,143.18,21.46,4.89,124.96,134.71
252.5,369.47,17.18,54.87,4.06,136.3,264.23
8.37,305.41,11.86,19.93,1.45,61.95,99.3
212.59,295.37,37.84,45.0,3.58,50.5,215.51
291.23,286.58,146.93,80.36,3.84,143.05,282.94
134.11,88.13,40.83,47.27,3.68,96.01,151.66
74.32,92.29,104.74,16.57,4.12,60.2,136.36
212.94,278.43,23.19,72.94,4.53,119.82,237.53
246.05,95.69,184.57,20.3,0.58,49.15,163.38
166.2,181.08,72.07,74.38,0.61,30.58,134.73
290.28,314.98,182.09,48.98,4.0,83.88,283.93
20.24,315.74,189.25,46.47,1.34,87.1,137.39
153.91,186.77,6.2,85.44,0.39,124.73,132.91
216.94,318.95,95.51,71.44,2.07,71.27,213.72
259.48,337.06,9.81,5.23,4.12,123.12,253.43
57.88,265.36,182.2,31.03,0.72,50.14,124.98
241.0,99.09,106.09,87.35,3.39,88.43,205.01
168.05,116.86,19.61,3.8,0.12,35.23,100.96
121.98,132.79,26.5,55.43,0.64,60.89,103.57
43.86,55.55,79.78,73.33,1.82,129.34,94.64
260.26,116.53,188.35,62.94,0.51,36.32,175.05
51.4,91.71,140.12,76.53,4.24,122.48,149.62
96.39,187.58,174.19,73.12,4.33,46.02,181.42
90.56,364.29,76.46,69.82,3.8,10.0,186.07
262.07,50.75,13.43,82.51,1.29,20.94,147.7
203.45,290.9,194.99,65.28,2.66,113.15,232.27
240.02,278.04,8.35,41.44,1.0,43.0,178.5
78.89,47.34,189.79,48.25,1.48,99.85,111.47
189.34,369.8,76.89,72.24,2.63,106.38,223.84
173.67,231.7,6.97,87.88,3.7,55.04,189.42
250.68,151.85,139.39,28.68,0.56,73.86,173.96
272.3,305.05,196.21,35.52,1.55,63.55,235.75
8.59,110.37,193.3,93.21,4.64,142.37,154.79
203.84,280.47,36.38,58.69,2.2,51.39,189.7
20.29,25.49,40.34,19.54,4.7,31.58,96.46
166.91,337.37,115.28,67.04,4.96,58.01,241.3
89.85,184.79,129.27,99.09,2.68,102.08,157.72
95.5,258.31,149.19,82.7,1.51,106.12,159.1
109.12,96.28,40.3,75.08,3.97,138.99,156.93
188.28,274.06,192.01,22.39,0.88,132.85,194.3
103.54,311.17,129.55,87.86,1.34,46.81,158.92
221.15,194.55,170.17,53.53,3.95,71.0,228.09
124.34,250.91,110.31,89.15,2.22,113.35,175.75
25.16,187.97,85.78,34.32,1.09,137.9,100.96
236.21,358.7,195.55,8.08,3.29,53.89,253.8
89.3,204.17,118.51,48.65,3.69,69.44,164.97
132.67,338.31,174.04,28.44,0.71,135.42,180.68
207.21,322.53,190.89,72.09,1.46,56.98,213.64
103.07,170.1,136.69,95.8,1.18,74.67,134.3
21.69,99.73,112.04,69.72,1.96,136.15,102.24
115.31,168.37,5.68,88.92,3.84,121.33,165.35
283.61,332.22,12.8,46.4,3.6,40.3,246.45
194.31,98.78,44.17,77.62,3.35,52.1,169.88
203.09,214.53,41.27,84.62,0.13,56.18,149.18
191.52,324.38,54.68,71.67,0.8,137.35,189.4
63.7,147.86,64.46,51.76,1.19,149.85,110.29
128.41,260.46,75.21,63.33,1.43,117.23,160.14
226.53,105.8,87.0,70.65,0.82,75.23,155.43
34.91,52.62,24.28,26.8,2.11,6.48,63.44
86.97,319.81,13.26,81.34,0.47,106.14,131.82
86.51,48.6,136.42,95.13,3.78,61.46,140.15
132.45,115.84,109.78,47.59,3.96,96.78,171.29
294.21,343.49,91.61,70.7,2.91,92.97,264.85
24.91,145.12,128.72,74.23,0.54,74.72,85.02
158.02,389.49,166.4,66.9,4.46,141.94,260.97
57.91,392.1,88.4,55.62,4.83,8.36,194.13
291.35,114.63,130.02,88.4,1.09,108.26,200.42
38.42,25.98,190.95,45.99,3.55,64.43,116.76
124.06,284.97,168.73,7.99,4.23,108.5,212.39
222.68,185.88,88.07,84.77,2.75,102.91,204.55
212.84,49.29,130.72,68.05,1.68,6.48,147.65
129.7,285.93,39.53,85.23,2.44,46.37,167.15
107.22,22.16,114.3,15.58,2.61,32.42,110.04
122.3,349.38,196.36,5.01,2.06,29.21,184.08
82.96,64.07,106.07,93.57,4.66,110.63,157.7
65.57,59.65,185.89,16.48,3.75,39.73,129.83
147.5,78.51,84.43,81.35,1.28,73.84,125.81
84.22,384.5,199.77,82.67,2.97,40.81,199.48
89.8,280.34,117.95,71.45,3.47,89.13,182.31
198.74,322.53,13.24,14.86,0.79,109.48,175.7
290.72,165.08,119.42,67.41,1.86,53.01,209.75
183.07,141.16,58.54,89.13,4.54,92.44,201.08
27.71,101.45,11.33,43.7,2.88,124.6,99.32
27.3,197.45,165.07,42.52,1.16,18.66,99.67
285.67,225.21,58.77,45.4,0.7,108.05,199.4
92.7,256.39,160.33,10.06,2.64,51.86,160.78
32.16,110.28,61.2,89.42,2.78,22.78,98.21
181.72,379.98,42.89,87.18,1.74,84.12,202.53
188.98,76.21,194.92,99.8,3.19,37.81,183.56
196.31,386.6,75.52,59.35,0.44,124.1,198.27
83.88,15.79,122.27,75.62,0.81,11.22,76.46
9.46,197.64,123.95,21.86,2.78,19.3,108.64
289.68,140.01,114.29,67.42,0.4,80.54,185.89
79.01,185.16,183.37,65.67,4.42,90.4,182.52
204.43,232.56,136.52,90.32,0.8,110.83,186.36
213.46,179.88,83.73,83.42,3.4,42.59,199.68
184.95,171.79,173.16,93.97,2.02,127.06,193.02
97.31,295.76,40.31,87.15,2.06,143.21,165.2
84.97,277.49,111.13,87.13,3.85,77.36,184.19
181.31,334.98,190.36,8.24,2.55,115.28,224.4
260.5,107.48,126.95,84.9,3.66,81.1,220.23
284.29,247.72,164.31,61.53,2.58,15.07,234.95
36.24,238.23,132.44,39.28,3.01,52.29,138.86
50.67,154.2,168.68,7.54,3.83,17.69,137.23
283.7,199.56,189.18,68.41,3.08,148.39,257.0
222.28,132.38,58.22,34.16,3.12,38.21,180.01
265.48,65.32,38.08,47.84,3.97,97.21,203.84
64.78,93.38,99.38,68.81,4.75,46.23,144.57
178.34,51.15,141.86,91.35,1.95,99.72,156.13
211.84,276.4,49.3,82.89,2.93,35.51,204.94
205.63,267.68,5.8,46.16,0.52,118.86,166.95
125.4,380.74,71.87,40.0,1.86,21.07,172.12
9.54,294.57,193.93,25.5,2.12,134.8,146.38
176.96,30.3,140.52,38.5,4.19,126.86,183.69
79.66,354.86,83.26,12.88,2.62,103.43,171.36
137.83,346.44,42.55,97.17,3.68,14.78,197.97
287.49,182.89,74.44,58.24,0.19,35.24,176.75
122.72,238.49,38.12,14.52,2.38,129.61,159.04
252.74,390.67,25.73,36.57,4.52,22.69,257.9
60.62,217.6,181.81,55.61,1.2,27.61,122.73
203.38,363.08,199.54,54.22,0.25,83.88,205.72
293.22,42.39,37.0,5.48,2.22,44.76,171.93
35.06,84.51,15.63,95.18,3.55,37.2,101.64
7.45,181.89,69.3,28.99,2.33,88.49,100.83
132.91,238.06,95.02,3.59,2.35,59.02,159.55
32.32,328.33,44.94,9.49,3.38,25.38,140.82
225.77,395.42,63.78,58.86,1.35,82.55,217.43
274.79,161.65,44.17,15.5,3.78,61.12,216.35
133.04,28.49,155.98,6.09,0.85,111.5,112.4
81.32,322.46,143.95,39.2,2.04,19.9,156.11
133.15,245.71,128.82,63.03,3.31,94.99,191.99
218.42,87.43,80.51,12.96,4.16,68.29,190.85
7.67,202.98,182.26,32.71,3.98,63.88,143.53
178.89,299.5,194.06,42.94,3.64,38.68,225.2
185.92,310.46,38.86,17.63,1.86,9.41,173.36
193.12,204.85,48.49,51.6,0.7,127.91,160.33
76.4,129.03,107.5,10.35,1.16,52.33,98.81
215.65,389.76,22.79,6.56,4.34,103.76,248.91
31.96,268.71,90.11,52.94,4.3,142.4,171.21
63.78,169.21,118.45,26.29,4.76,86.92,164.23
263.85,119.38,106.8,11.35,0.47,62.59,163.05
222.92,295.13,69.53,43.54,2.73,43.9,210.52
9.05,104.45,110.78,91.68,3.28,140.44,120.54
78.27,76.97,191.97,72.97,3.58,103.9,152.11
68.25,216.64,45.17,81.93,3.25,101.47,149.64
84.89,123.1,132.69,87.45,3.87,66.79,155.34
78.03,255.27,13.46,97.32,1.86,127.53,141.07
23.45,56.0,17.95,76.8,0.98,108.48,61.91
140.39,265.43,112.61,61.62,1.1,46.06,155.74
221.16,120.49,25.46,37.81,0.16,91.94,136.33
183.99,10.09,9.36,19.8,1.82,67.38,116.35
203.5,59.51,38.45,69.29,0.55,5.96,115.13
28.94,374.11,115.15,99.51,1.68,122.11,157.07
285.69,348.27,142.15,47.8,3.18,22.81,261.13
252.36,101.11,44.48,72.92,4.48,78.94,214.21
242.5,313.57,135.31,50.52,4.21,53.75,256.34
247.78,247.34,40.58,44.33,1.34,54.6,187.36
280.15,388.65,124.62,42.21,0.76,74.22,235.19
165.55,155.71,85.33,51.45,1.05,149.57,153.43
64.08,275.77,132.49,37.96,4.86,64.22,186.96
186.95,34.78,199.04,75.38,2.79,31.44,165.73
224.15,164.54,187.87,87.68,0.99,93.97,188.53
222.69,385.89,5.83,88.52,4.22,39.26,245.16
158.83,220.2,177.66,24.31,2.04,20.3,170.24
25.2,122.27,17.97,89.8,4.51,12.28,115.64
114.48,56.91,190.84,35.47,1.38,8.32,111.25
276.63,284.38,59.96,32.31,2.03,67.52,220.28
177.41,261.49,79.5,73.22,2.57,66.88,191.16
163.81,155.84,22.87,31.86,4.47,31.9,175.2
84.31,380.87,26.89,7.19,4.36,118.68,197.81
113.69,18.66,146.71,38.61,2.91,23.74,122.35
269.13,128.45,189.14,72.7,1.19,137.72,207.44
201.61,369.22,124.1,34.04,2.08,90.2,221.18
237.28,135.16,144.59,63.7,4.88,9.0,224.56
139.03,108.38,153.58,66.69,3.08,144.63,174.86
190.92,218.35,56.25,73.91,3.93,49.65,202.22
78.27,331.28,13.82,89.92,2.3,70.25,153.73
213.11,50.23,5.37,44.39,2.71,46.22,148.07
131.14,377.78,73.38,18.31,2.2,110.62,190.47
135.55,320.08,52.09,33.25,3.54,75.42,193.85
196.55,80.69,17.15,44.35,4.27,24.19,169.48
281.2,287.68,40.01,71.96,2.59,20.11,225.02
23.88,160.13,29.28,3.29,2.46,110.18,99.67
248.3,166.89,183.4,32.95,1.77,39.38,195.92
91.25,315.48,32.35,78.42,0.97,24.98,130.56
135.96,385.49,109.84,67.74,4.7,77.42,236.88
11.46,59.4,120.66,73.71,1.65,121.4,84.88
93.81,174.05,110.98,81.56,4.02,45.42,164.3
153.28,197.57,24.32,78.76,3.61,45.08,173.19
21.57,156.76,67.17,68.85,3.98,125.91,135.46
149.87,151.64,15.0,45.09,4.69,26.44,171.35
278.5,30.38,82.16,98.39,3.15,94.43,201.12
36.09,277.36,41.78,57.77,4.5,143.48,170.97
230.51,180.12,114.52,21.87,0.92,126.99,180.47
125.85,85.97,140.1,30.7,3.17,13.96,141.28
198.28,328.25,108.76,69.97,3.88,51.39,234.24
81.77,323.0,89.68,92.62,1.43,25.64,145.33
52.05,199.69,80.53,19.51,3.73,142.64,152.13
52.34,126.4,169.13,10.07,3.91,147.96,153.5
25.8,258.86,47.78,88.39,4.17,39.07,146.55
59.77,122.38,148.17,91.7,1.63,102.11,119.59
200.94,102.04,152.71,29.09,3.44,127.04,197.25
265.1,294.9,86.74,38.97,1.59,38.88,211.62
245.17,25.73,62.97,66.7,3.72,32.21,179.98
207.11,46.96,96.76,34.33,2.37,6.63,146.71
37.58,12.65,23.18,87.96,3.03,64.73,84.96
90.31,69.65,13.96,12.54,2.14,135.42,105.78
96.39,36.91,26.76,5.72,0.89,135.93,84.32
78.74,398.36,41.49,22.43,0.97,23.52,137.75
156.93,122.64,103.31,30.04,0.48,34.63,118.19
162.99,68.21,170.58,13.07,3.13,64.17,162.29
110.28,103.99,50.95,8.44,4.26,118.19,155.0
109.37,375.09,187.36,76.05,0.2,93.72,171.56
249.42,212.86,191.21,18.1,0.42,79.51,191.13
237.84,152.28,191.99,91.56,2.34,90.83,212.3
95.8,350.62,168.32,38.06,3.71,18.95,196.06
274.57,164.05,75.95,67.72,0.87,74.26,185.03
286.08,140.65,19.17,24.09,1.43,148.85,191.64
101.39,90.84,115.92,25.55,1.24,17.82,99.89
109.56,157.34,113.94,58.32,2.06,80.29,141.09
154.16,133.51,170.75,56.94,1.2,47.87,144.89
282.63,274.15,199.22,77.34,1.83,83.29,245.41
263.51,122.94,104.09,76.27,3.67,88.2,221.51
35.26,235.11,72.31,67.73,3.09,88.73,138.46
120.86,35.7,41.25,46.01,0.5,128.57,93.02
168.24,84.6,5.94,89.28,3.22,61.51,151.64
153.42,168.89,104.28,63.01,2.44,79.87,165.64
62.19,375.41,113.33,99.04,4.68,6.58,198.04
258.35,157.13,165.86,82.3,1.52,119.48,208.56
204.7,268.99,103.39,6.34,3.66,42.63,213.09
252.18,109.48,183.71,33.42,3.68,123.4,227.4
258.34,59.54,127.48,58.04,1.19,43.52,164.48
225.76,32.83,168.87,72.7,4.53,6.56,198.34
134.57,129.11,33.92,55.93,2.51,27.45,132.05
185.11,71.49,171.79,79.04,3.43,147.92,195.6
52.31,77.86,136.65,29.7,0.81,51.37,79.89
203.73,306.7,38.2,20.02,1.36,20.78,174.13
57.88,16.18,42.0,7.28,2.97,22.22,81.33
209.72,227.55,185.67,58.18,1.66,50.0,195.51
72.73,157.99,11.28,69.48,2.55,10.46,109.13
39.68,207.55,95.19,33.96,1.93,79.17,115.92
53.76,229.5,66.13,62.13,3.24,35.99,137.52
5.59,132.21,134.69,7.11,2.49,80.3,98.94
217.03,125.09,168.73,11.73,0.12,25.41,143.96
221.06,296.03,75.27,70.77,3.28,67.33,225.35
156.91,349.8,88.25,38.07,2.17,91.7,196.05
52.6,85.11,196.47,67.79,1.77,13.99,103.03
29.65,48.07,157.86,83.51,0.56,62.82,71.35
10.64,360.14,179.95,85.56,1.18,48.87,136.86
53.9,146.46,90.56,18.87,1.2,39.85,90.25
267.8,225.01,50.64,49.66,4.68,92.66,248.83
76.25,150.22,85.31,73.92,2.22,90.34,127.58
109.51,59.06,144.64,77.85,0.31,96.45,104.16
36.08,239.84,26.34,78.9,0.78,28.04,90.15
70.6,214.8,57.74,24.36,0.49,46.43,96.57
158.17,89.17,14.09,20.87,2.99,35.4,135.4
184.29,186.23,89.31,59.82,1.01,83.37,158.06
77.38,320.81,166.35,74.63,2.54,71.85,176.45
22.03,240.27,9.81,33.28,1.91,52.89,98.3
120.35,47.8,136.69,12.26,4.04,118.97,157.86
74.09,223.73,186.84,72.24,1.67,18.63,137.48
69.77,284.07,51.2,31.37,2.35,146.36,152.67
288.16,319.15,140.26,18.3,3.63,21.9,259.76
186.81,255.36,195.14,16.48,2.22,117.1,207.63
169.28,69.54,192.64,32.86,3.99,58.39,182.36
127.65,286.97,50.81,60.08,3.34,130.46,191.79
131.54,274.16,24.56,37.12,2.11,15.75,148.88
164.57,19.53,33.92,4.02,2.57,59.33,122.66
210.45,170.58,141.9,11.5,4.84,53.64,221.36
212.13,139.85,146.52,30.47,3.34,149.01,210.33
55.65,271.07,136.48,66.65,4.53,147.9,193.81
152.53,94.29,70.54,11.65,0.98,32.52,111.13
126.53,240.44,38.11,56.94,2.47,96.34,161.58
261.81,366.15,118.25,13.75,4.55,82.65,277.75
191.27,321.14,99.32,22.74,1.68,27.38,187.23
162.09,369.37,147.12,18.87,4.84,29.33,239.69
39.04,391.62,91.07,8.59,0.58,148.44,139.36
183.66,14.16,71.03,67.79,4.52,70.65,172.17
39.58,252.87,62.23,47.41,2.28,23.24,118.19
104.48,171.01,46.24,83.44,0.46,36.14,103.61
47.14,345.34,56.82,11.69,4.41,43.91,170.35
209.16,108.21,23.49,16.18,1.33,79.08,142.33
65.84,392.6,72.64,32.03,0.21,53.65,130.14
120.6,249.35,12.13,77.05,0.77,70.98,129.76
269.22,319.48,41.35,31.96,3.33,29.14,235.3
65.27,43.38,150.62,42.03,4.89,52.38,142.81
154.8,81.55,68.47,31.56,0.65,15.2,103.63
128.69,305.78,135.31,9.86,2.36,134.01,189.47
10.35,18.57,144.79,94.06,0.99,33.82,58.83
238.86,328.58,118.33,55.76,3.75,114.75,258.06
25.37,15.44,191.95,79.21,0.68,55.69,68.48
144.91,266.28,9.18,66.52,1.28,73.79,149.44
170.4,152.39,149.04,52.4,1.06,47.23,149.25
190.39,248.48,191.96,10.79,2.81,105.98,213.73
208.15,281.45,173.14,64.99,4.38,127.46,256.82
79.72,143.57,37.74,17.23,2.6,46.51,114.02
7.94,52.11,68.73,42.61,0.39,40.12,39.97
218.42,37.16,38.63,63.65,2.86,103.81,165.44
163.02,239.69,122.26,78.66,4.01,33.3,204.46
251.65,213.06,143.88,69.13,0.75,97.78,197.65
247.31,299.46,66.83,67.81,0.46,18.69,185.27
253.78,208.8,110.2,16.61,1.02,94.92,191.0
148.1,174.75,139.73,35.92,3.76,79.44,187.0
103.42,165.25,87.16,6.21,3.0,21.52,136.33
238.51,20.31,171.53,72.51,2.75,99.12,188.55
138.13,140.87,155.45,95.35,1.32,69.75,146.58
59.12,390.65,17.61,27.88,1.73,36.48,138.6
257.22,350.69,126.12,10.59,4.83,56.24,273.93
265.36,138.46,50.89,48.61,1.28,76.35,176.97
142.56,239.24,113.72,85.96,4.52,18.28,201.04
27.33,340.45,191.59,56.09,2.94,143.85,179.12
119.41,182.1,176.42,6.58,0.7,101.51,137.09
242.04,17.0,83.88,97.48,2.39,19.87,161.38
271.02,39.06,61.85,83.21,4.75,124.32,223.68
65.02,209.05,50.71,14.9,2.15,51.77,116.95
24.76,388.08,108.84,92.34,4.33,91.54,191.77
263.82,280.35,27.28,46.17,1.36,45.19,197.43
119.87,37.66,112.11,38.45,2.9,111.34,136.31
164.82,83.85,5.26,47.18,4.23,109.84,168.2
290.58,310.82,68.15,83.79,4.61,85.05,278.92
24.64,338.16,47.89,66.63,2.48,39.93,134.53
196.25,250.9,194.39,7.81,3.23,41.79,213.41
26.86,261.33,146.81,95.85,0.11,60.52,105.41
115.76,21.05,73.18,16.48,1.34,26.03,87.16
242.13,333.13,23.1,75.07,1.47,53.96,204.53
132.87,317.43,105.78,64.34,0.56,104.23,162.94
299.17,111.02,46.62,20.38,1.47,125.47,191.78
169.92,286.38,109.6,18.73,1.67,53.22,176.65
99.74,93.79,167.9,87.29,4.85,38.87,171.1
69.93,25.73,125.08,43.13,3.38,125.73,125.7
108.4,88.44,128.59,66.15,2.19,134.15,139.89
114.9,79.67,110.5,51.4,4.94,64.45,167.4
25.27,141.72,185.82,73.28,0.85,8.9,87.75
114.02,173.2,186.72,48.97,2.43,105.77,165.51
141.95,208.33,104.98,30.16,3.27,118.68,184.07
218.21,195.93,64.62,37.61,0.37,7.61,146.65
198.74,115.56,94.62,86.19,3.61,91.28,193.31
214.09,21.38,41.38,47.87,0.59,90.31,123.29
7.47,245.99,129.09,22.92,0.79,59.91,94.64
69.21,164.34,102.52,93.59,0.88,113.72,115.58
200.2,126.48,25.14,80.07,4.65,67.09,196.99
147.78,348.11,43.54,7.46,3.45,103.13,203.2
6.57,301.23,98.53,99.9,3.31,79.98,149.31
242.33,344.53,178.08,70.1,2.82,41.03,248.04
232.98,203.04,115.45,17.71,1.53,92.94,189.85
166.78,61.06,137.9,25.24,3.14,111.85,166.05
24.61,281.53,71.11,69.86,2.11,146.22,137.38
231.12,90.37,116.43,78.42,0.81,60.12,157.03
177.2,182.08,92.24,25.43,3.48,14.35,178.01
235.68,35.35,133.53,27.18,0.73,148.26,157.35
226.77,331.87,14.86,32.1,1.03,95.45,192.35
241.89,59.12,101.19,60.61,4.11,142.24,212.75
157.81,362.21,62.72,18.84,3.33,20.05,199.88
46.4,347.05,68.61,12.22,3.19,54.59,155.55
202.99,191.19,192.38,68.53,2.15,24.42,191.04
188.04,300.3,40.63,78.35,2.04,126.15,198.75
223.96,251.58,65.69,51.09,3.48,132.65,227.0
55.11,323.2,104.43,37.66,3.73,77.69,173.66
62.52,178.4,173.29,44.34,2.6,32.06,134.92
267.67,316.47,86.25,40.06,4.85,23.43,263.56
226.24,190.36,150.05,96.08,4.78,90.28,245.97
272.93,376.98,171.99,77.27,2.12,78.42,261.67
228.82,199.69,65.45,22.39,4.12,105.74,221.2
181.16,190.42,81.59,39.65,2.76,49.26,175.57
197.97,316.18,74.53,55.31,2.61,63.34,207.75
267.29,330.42,167.41,62.07,0.37,8.1,211.07
175.75,226.25,13.65,47.88,2.91,93.47,180.09
191.56,80.12,65.14,81.39,4.51,66.36,188.2
51.16,192.43,137.48,77.23,3.92,138.37,166.89
144.81,387.55,115.26,51.51,3.95,98.06,231.88
216.34,303.66,90.08,85.73,0.88,62.81,192.03
84.93,326.35,110.29,75.61,1.86,43.22,157.68
64.66,22.8,43.53,78.3,1.24,136.27,83.87
97.58,192.47,88.99,95.73,1.65,7.36,126.27
76.24,262.18,102.83,28.11,2.94,52.4,153.13
68.4,333.71,180.73,28.23,1.89,141.81,173.62
130.33,29.22,55.86,89.12,2.85,99.83,132.95
272.81,342.45,174.23,77.68,2.25,82.24,257.58
154.58,223.88,130.63,92.8,1.5,34.51,163.23
60.44,86.95,8.97,8.19,0.57,125.84,71.12
27.71,133.73,146.3,63.52,4.47,34.61,138.37
210.37,119.95,11.93,16.17,0.16,41.0,120.03
117.93,217.04,199.49,51.38,0.11,32.82,132.18
247.44,30.16,175.16,17.26,4.15,27.93,199.47
199.56,71.83,62.98,14.55,4.98,143.23,201.34
239.89,326.95,55.2,3.19,3.66,92.29,238.73
85.22,61.72,79.38,63.76,0.17,97.49,81.96
